,领域,类别,问题,扩展问题,SegmentedInput,SegmentedTarget
143,个人存款,定期存款,整存整取销户如何办理,死期存单代理销户,死期_a 存单_n 代理_v 销户_n,整存整取_id 销_v 户_g 如何_r 办理_v
144,个人存款,定期存款,整存整取销户如何办理,死期没有到期能取吗,死期_d 没有_d 到期_v 能_v 取吗_v,整存整取_id 销_v 户_g 如何_r 办理_v
145,个人存款,定期存款,整存整取销户如何办理,销定期存款如何办理,销_v 定期_a 存款_n 如何_r 办理_v,整存整取_id 销_v 户_g 如何_r 办理_v
146,个人存款,定期存款,整存整取销户如何办理,整存整取如何销户,整存整取_id 如何_r 销_v 户_g,整存整取_id 销_v 户_g 如何_r 办理_v
147,个人存款,定期存款,整存整取销户如何办理,整存整取销户代理,整存整取_id 销_v 户_g 代理_v,整存整取_id 销_v 户_g 如何_r 办理_v
148,个人存款,定期存款,整存整取销户如何办理,整存整取销户范围,整存整取_id 销_v 户_g 范围_n,整存整取_id 销_v 户_g 如何_r 办理_v
149,个人存款,定期存款,整存整取支取有什么规定,定期支取代理,定期_d 支取_v 代理_v,整存整取支_id 取有_v 什么_r 规定_n
150,个人存款,定期存款,整存整取支取有什么规定,定期支取范围,定期_d 支取_v 范围_n,整存整取支_id 取有_v 什么_r 规定_n
151,个人存款,定期存款,整存整取支取有什么规定,定期支取通存通兑范围,定期_d 支取_v 通存通兑_id 范围_n,整存整取支_id 取有_v 什么_r 规定_n
152,个人存款,定期存款,整存整取支取有什么规定,整存整取怎么支取,整存整取_id 怎么_r 支取_v,整存整取支_id 取有_v 什么_r 规定_n
153,个人存款,定期存款,整存整取支取有什么规定,整存整取支取代理,整存整取支_id 取代理_v,整存整取支_id 取有_v 什么_r 规定_n
154,个人存款,定期存款,整存整取支取有什么规定,整存整取支取带什么,整存整取支_id 取带_v 什么_r,整存整取支_id 取有_v 什么_r 规定_n
155,个人存款,定期存款,整存整取支取有什么规定,整存整取支取范围,整存整取_id 支取_v 范围_n,整存整取支_id 取有_v 什么_r 规定_n
156,个人存款,定期存款,整存整取支取有什么规定,整存整取支取通存通兑,整存整取支_id 取通存通兑_id,整存整取支_id 取有_v 什么_r 规定_n
157,个人存款,定期存款,整存整取支取有什么规定,整存整取支取有次数吗,整存整取支_id 取有_v 次数_n 吗_u,整存整取支_id 取有_v 什么_r 规定_n
158,个人存款,定期存款,整存整取支取有什么规定,整存整取支取有过期支取,整存整取支_id 取有_v 过期_v 支取_v,整存整取支_id 取有_v 什么_r 规定_n
159,个人存款,定期存款,整存整取转存业务分为哪几种,到期整存整取能转存吗,到期_v 整存整取_id 能_v 转_v 存_v 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
160,个人存款,定期存款,整存整取转存业务分为哪几种,定期存款到期了转存吗,定期_a 存款_n 到期_v 了_u 转_v 存_v 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
161,个人存款,定期存款,整存整取转存业务分为哪几种,定期存款到期转存可以吗,定期_a 存款_n 到期_v 转存_v 可以_v 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
162,个人存款,定期存款,整存整取转存业务分为哪几种,定期到期能转存吗,定期_d 到期_v 能_v 转_v 存_v 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
163,个人存款,定期存款,整存整取转存业务分为哪几种,定期转存业务分为哪几种,定期_d 转存_v 业务_n 分为_v 哪_r 几_m 种_q,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
164,个人存款,定期存款,整存整取转存业务分为哪几种,死期转存业务分为哪几种,死期_d 转存_v 业务_n 分为_v 哪_r 几_m 种_q,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
165,个人存款,定期存款,整存整取转存业务分为哪几种,有自动转存定期存款吗,有_v 自动_d 转_v 存_v 定期_a 存款_n 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
166,个人存款,定期存款,整存整取转存业务分为哪几种,约定转存定期还有别的吗,约定_v 转存_v 定期_d 还有_v 别的_r 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
167,个人存款,定期存款,整存整取转存业务分为哪几种,整存整取到期能自动在转定期吗,整存整取_id 到期_v 能_v 自动_d 在_p 转定_v 期_g 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
168,个人存款,定期存款,整存整取转存业务分为哪几种,整存整取到期转存吗,整存整取_id 到期_v 转_v 存_v 吗_u,整存整取_id 转_v 存_v 业务_n 分为_v 哪_r 几_m 种_q
169,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,存多少美元需要身份证,存_v 多少_r 美元_n 需要_v 身份证_n,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
170,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,存款5万元及以上必须本人办理吗,存款_v 5_m 万_m 元_q 及_c 以上_f 必须_d 本人_r 办理_v 吗_u,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
171,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,存美元时，金额有什么限制,存_v 美元_n 时_g ，_w 金额_n 有_v 什么_r 限制_v,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
172,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,存外币需要身份证吗,存外币_j 需要_v 身份证_n 吗_u,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
173,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,代理存钱需要什么证件,代理_v 存钱_n 需要_v 什么_r 证件_n,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
174,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,到郑州银行营业厅存美元能代理办理吗,到_v 郑州_ns 银行_n 营业厅_n 存_v 美元_n 能_v 代理_v 办理_v 吗_u,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
175,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,我的身份证丢了，可以使用复印件办理存款吗,我_r 的_u 身份证_n 丢_v 了_u ，_w 可以_v 使用_v 复印件_n 办理_v 存款_n 吗_u,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
176,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,我能到郑州银行营业厅替别人存钱吗,我_r 能_v 到_v 郑州_ns 银行_n 营业厅_n 替_p 别人_r 存_v 钱_n 吗_u,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
177,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,无折存卡有什么要求,无_v 折存卡_n 有_v 什么_r 要求_v,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
178,个人存款,活期存款,办理存款时金额为多少需要携带有效身份证件,自己存多少钱时需要身份证,自己_r 存_v 多少_r 钱_n 时_g 需要_v 身份证_n,办理_v 存款_n 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
179,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,办理个人存款业务港澳居民应出具什么有效身份证件,办理_v 个人_n 存款_n 业务_n 港澳_j 居民_n 应_v 出具_v 什么_r 有效_a 身份_n 证件_n,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
180,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,办理个人存款业务护照能作为有效什么证件吗,办理_v 个人_n 存款_n 业务_n 护照_n 能_v 作为_v 有效_a 什么_r 证件_n 吗_u,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
181,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,办理个人存款业务华侨的有效什么证件是什么,办理_v 个人_n 存款_n 业务_n 华侨_n 的_u 有效_a 什么_r 证件_n 是_v 什么_r,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
182,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,办理个人存款业务警官证能作为有效身份证件吗,办理_v 个人_n 存款_n 业务_n 警官证_n 能_v 作为_v 有效_a 身份_n 证件_n 吗_u,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
183,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,办理个人存款业务外国人应出具什么有效身份证件,办理_v 个人_n 存款_n 业务_n 外国人_n 应_v 出具_v 什么_r 有效_a 身份_n 证件_n,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
184,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,办理个人存款业务未成年人应出具什么有效身份证件,办理_v 个人_n 存款_n 业务_n 未成年人_n 应_v 出具_v 什么_r 有效_a 身份_n 证件_n,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
185,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,什么是个人存款有效身份证件,什么_r 是_v 个人_n 存款_n 有效_a 身份_n 证件_n,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
186,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,我是警察，办理个人存款业务应该用什么证件,我_r 是_v 警察_n ，_w 办理_v 个人_n 存款_n 业务_n 应该_v 用_p 什么_r 证件_n,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
187,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,有什么证件能作为个人存款业务辅助证件,有_v 什么_r 证件_n 能_v 作为_v 个人_n 存款_n 业务_n 辅助_v 证件_n,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
188,个人存款,活期存款,办理个人存款业务时个人有效身份证件包括哪些,证件过期怎么办,证件_n 过期_v 怎么办_r,办理_v 个人_n 存款_n 业务_n 时_g 个人_n 有效_a 身份_n 证件_n 包括_v 哪些_r
189,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,代理取款需要什么证件,代理_v 取款_v 需要_v 什么_r 证件_n,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
190,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,到郑州银行营业厅取美元能代理办理吗,到_v 郑州_ns 银行_n 营业厅_n 取_v 美元_n 能_v 代理_v 办理_v 吗_u,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
191,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,取多少美元需要身份证,取_v 多少_r 美元_n 需要_v 身份证_n,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
192,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,取款5万元及以上必须本人办理吗,取款_v 5_m 万_m 元_q 及_c 以上_f 必须_d 本人_r 办理_v 吗_u,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
193,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,取美元时，金额有什么限制,取_v 美元_n 时_g ，_w 金额_n 有_v 什么_r 限制_v,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
194,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,取外币需要身份证吗,取_v 外币_n 需要_v 身份证_n 吗_u,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
195,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,我的身份证丢了，可以使用复印件办理取款吗,我_r 的_u 身份证_n 丢_v 了_u ，_w 可以_v 使用_v 复印件_n 办理_v 取款_v 吗_u,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
196,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,我能到郑州银行营业厅替别人取钱吗,我_r 能_v 到_v 郑州_ns 银行_n 营业厅_n 替_p 别人_r 取_v 钱_n 吗_u,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
197,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,无折取卡有什么要求,无_v 折取卡_n 有_v 什么_r 要求_v,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
198,个人存款,活期存款,办理取款时金额为多少需要携带有效身份证件,自己取多少钱时需要身份证,自己_r 取_v 多少_r 钱_n 时_g 需要_v 身份证_n,办理_v 取款_v 时_g 金额_n 为_v 多少_r 需要_v 携带_v 有效_a 身份_n 证件_n
199,个人存款,活期存款,必须本人办理的储蓄业务有哪些,存折重写磁能代办吗,存折_n 重_d 写_v 磁能_n 代办_v 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
200,个人存款,活期存款,必须本人办理的储蓄业务有哪些,更改支控方式能代办吗,更改_v 支控_v 方式_n 能_v 代办_v 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
201,个人存款,活期存款,必须本人办理的储蓄业务有哪些,更换印鉴能代办吗,更换_v 印鉴_n 能_v 代办_v 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
202,个人存款,活期存款,必须本人办理的储蓄业务有哪些,挂失能代办吗,挂失_v 能_v 代办_v 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
203,个人存款,活期存款,必须本人办理的储蓄业务有哪些,密码必须本人办吗,密码_n 必须_d 本人_r 办_v 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
204,个人存款,活期存款,必须本人办理的储蓄业务有哪些,密码能代办吗,密码_n 能_v 代办_v 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
205,个人存款,活期存款,必须本人办理的储蓄业务有哪些,什么业务必须本人办理,什么_r 业务_n 必须_d 本人_r 办理_v,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
206,个人存款,活期存款,必须本人办理的储蓄业务有哪些,我能代理办理密码问题吗,我_r 能_v 代理_v 办理_v 密码_n 问题_n 吗_u,必须_d 本人_r 办理_v 的_u 储蓄_v 业务_n 有_v 哪些_r
